seq_header	DECI_Kingdom	DECI_Phylum	DECI_Class	DECI_Order	DECI_Family	DECI_Genus	DECI_Species	RDP_Kingdom	RDP_Phylum	RDP_Class	RDP_Order	RDP_Family	RDP_Genus	RDP_Species	Control.pool.R1.fastq	MOB.021.Rec.R1.fastq	MOB.021.Vag.R1.fastq	MOB.022.Rec.R1.fastq	MOB.022.Vag.R1.fastq	MOB.029.Rec.R1.fastq	MOB.029.Vag.R1.fastq	MOB.037.Rec.R1.fastq	MOB.037.Vag.R1.fastq	MOB.055.Rec.R1.fastq	MOB.055.Vag.R1.fastq	MOB.103.Rec.R1.fastq	MOB.103.Vag.R1.fastq	MOB.175.Rec.R1.fastq	MOB.175.Vag.R1.fastq	MOB.195.Rec.R1.fastq	MOB.195.Vag.R1.fastq	MOB.280.Rec.R1.fastq	MOB.280.Vag.R1.fastq	MOB.281.Rec.R1.fastq	MOB.281.Vag.R1.fastq	PCR.NTC.R1.fastq	Zymo.R1.fastq
501	859c6b8c08f8e0df70e8a1d63e14df4d	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_A	NA	0	0	0	0	0	0	0	0	2	0	0	0	0	0	107	0	0	0	0	0	0	0	0
502	85a2c58ad80f15607978ada9af2eb25d	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	3	62	11	0	153	0	0	0	644	0	64	0	33	58	46	0	292	0	0	0	9	0	0
503	85ce431edabc9d3e8e175f6b66c8c21c	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
504	85e382f6ed01510f3c926a4ab5fda265	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas_abyssi(RS_GCF_001482195.1)	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
505	86000bf08fd26097c60d6adf5d29e758	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia_anaerobia(RS_GCF_000236865.1)	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	22	0	3	0	0	0	0
506	86054334a55d6328666a839456cc0376	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum_variabile(RS_GCF_000157955.1)	1	49	7	0	0	0	0	0	2071	0	0	0	13	26	7	0	126	0	3	12	0	0	0
507	86eb88feb97006f854228b0f2f04357e	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	0	0	0	0	10	0	0	0	0	0	1800	0	0	0	0	237	0	0	0	572	0	0	0
508	87251e6b3be93537aea2e3af6866396d	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
509	87273ae36949cdf37109e7fe749a4e00	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Clostridium_AJ	(RS_GCF_000177015.3)	0	0	0	0	0	0	0	0	36	0	0	0	1	0	4	0	0	0	0	0	13	0	0
510	87d4564c08287bde795a8697076be1c2	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella_A	Gemella_A_asaccharolytica(RS_GCF_001553005.1)	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0
511	87ebcf1404346d7c4d981f6b38e15d1f	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	1	0	0	0	11	0	0	1	1769	0	0	0	15	5	0	0	53	0	0	0	0	0	0
512	885aafc6158959775726c38cf2084546	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
513	887dbeec78e71a468684fe51a77be032	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Dolosicoccus	Dolosicoccus_paucivorans(RS_GCF_900100125.1)	0	0	0	0	0	0	0	0	0	1	189	0	0	0	39	64	0	0	0	17	1	0	0
514	88aed90c7092bac133db2b2546c04b1a	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella_A	Gemella_A_asaccharolytica(RS_GCF_001553005.1)	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
515	88b90492af96d1dfb5a1016a9e29df27	NA	NA	NA	NA	NA	NA	NA	Bacteria	NA	NA	NA	NA	NA	NA	0	0	176	0	0	0	0	0	0	0	58	0	81	32	0	0	0	0	0	0	137	0	0
516	88bd22ea40fbeced1a36c4e2da4b7ba7	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	89187a4ffa408d29f80bec5919763557	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	28	3	3	0	0	0	0	0	0	149	119	5	68	0	563	152	149	0	0	99	0	0	0
518	898da4600181f2a1cc3ec78733a61846	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	63	0	3	0	0	0	2247	5	0	0	1	22	0	0	2	0	0	0	0	0	0
519	89dccad0cc50734dca60060a23aa88e6	NA	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	223	0	0
520	89f86b5ff4000b8ac668ac3a6c334818	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	Fastidiosipilaceae	KA00274	NA	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	KA00274	KA00274	(RS_GCF_001552885.1)	0	0	0	0	0	0	0	0	0	3980	0	2200	141	0	177	0	0	0	0	1	0	0	0
521	8a25d3215866e6b3c1e0fc4eee24a285	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	Anaeroglobus_geminatus(RS_GCF_000239275.1)	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	245	0	0
522	8a943293a128f8fee59399e3bb9d5c56	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	0	0	0	12846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	8a94dde08011b4a0a67c663fd350c1e2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	36	0	0
524	8ae2ff18687ce77b5fdcb2359d559010	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA10281	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525	8b18d706d95e42b1c9a89308aeffe345	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	NA	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia_amnii(RS_GCF_000973085.1)	0	0	0	0	0	0	0	0	0	2122	0	185	18	0	144	0	0	0	0	0	0	0	0
526	8b4124c34899b32fdff68a524bb78a8e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	19	0	0	0	30	4	0	0	0	0	13	29	0	0
527	8be3c026ce4a9cbb96e3332c1d322071	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	1	0	0	0	144	0	0	0	0	0	0	0	0	0	14	0	200	0	0	0	0	0	0
528	8c5f272586257d9a57e7f44583f5d08b	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	2	55	5	0	68	0	0	0	519	0	9	0	14	9	0	0	50	0	0	0	0	0	0
529	8cc71f5e00b612ba222c1707e418f869	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paeniclostridium	NA	0	0	0	0	26	0	0	0	6	0	0	0	0	0	5	0	5	0	0	0	0	0	0
530	8cd9c0dfb15c09dac21b986839434010	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_mediterraneensis(RS_GCF_900128415.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
531	8cf470ee2ce1ff121d9774285ad8a1c9	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	7	0	0	27	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
532	8d6216b297e51b7cf85284e9ebaeca08	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_rogosae(RS_GCF_001405835.1)	0	0	0	0	5	0	0	0	1075	0	4	0	0	0	0	0	17	0	0	0	0	0	0
533	8d8afc569b8e8e6501cbb5fe4cae69d8	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
534	8e7507d3aa069e5cbeccf9b169193f2e	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	2	0	0	18	0	0	0	0	0	0	0	6	12	6	0	3	0	0	0	0	0	0
535	8ec545c511de4d039ca96c8ad8270e0e	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Winkia	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	0	0	0	0	0	0	0	0	0	12	0	1	3	81	1242	0	0	0	0	0	12	0	0
536	8ecb7b210d4156b82460792098162909	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	0	19	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537	8ecf687e9af784df9c8aa771e6e3cea7	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_sp1(GB_GCA_900066795.1)	0	24	0	0	24	0	0	0	1494	0	23	0	42	0	4	0	169	0	0	0	0	0	0
538	8ed5cd91ff5e440865b498ec5106e227	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
539	8f4058b26734a3bc0aae66aa9c65dbd4	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_E	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_obesi(RS_GCF_000311865.1)	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	109	0	0
540	8f486034e6e7ed0775ebcb387039a13c	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	12	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0
541	90070c0a22bbf6fc07a2f08906c007ac	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_finegoldii(RS_GCF_000156195.1)	1	0	0	0	0	0	0	0	678	4	0	0	5	11	0	0	12	0	0	0	2	0	0
542	9028b12823a350289f64a43dd547355c	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_provencensis(RS_GCF_000312365.2)	28	23	4	0	2961	0	0	0	0	14	1296	0	27	684	215	1276	151	0	1	79	71	0	7
543	902a447f6ecad2909b440f417157776c	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	NA	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	NA	0	1	0	0	33	0	0	0	76	2	131	0	0	0	0	0	3	0	0	0	0	0	0
544	9065aa4da5c831146d95996c91737e65	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Helcococcus	NA	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	44	0	0	0
545	90944701aa831945b8e227017cfbe056	NA	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	8	0	0
546	916fbd1b5c4f940d28a24f41423c8827	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	NA	NA	NA	NA	NA	NA	0	7	2	0	0	0	0	0	1773	0	0	0	0	6	0	0	0	0	0	0	0	0	0
547	918e6e13ba9c4c59ee1c3518668f8d65	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum_variabile(RS_GCF_000157955.1)	6	27	41	0	465	0	0	0	5024	0	74	0	202	113	51	7	492	0	13	19	0	0	0
548	919b4dfbc35c4a67d56290c33c228b63	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B	Bacteroides_B_dorei(RS_GCF_001640865.1)	0	42	100	0	25	0	0	0	519	0	0	0	0	13	0	0	174	0	0	0	0	0	0
549	9230bca96f5cc52a28560e7d24139274	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
550	925605ab9eff59d5753bc66b982393d3	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	389	0	0	0
551	92654c7291778fa36ed4ad4c510e9a18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	(RS_GCF_001808555.1)	0	0	4	0	1	0	0	0	0	0	0	0	208	11	0	103	0	0	0	0	39	0	45
552	92a225b613397a7a1b949fcd209b0c91	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Varibaculum	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	522	0	0
553	92c72de8403360a26b2dfc0094134092	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	NA	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	NA	NA	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
554	92e93e42fd545b71105125d9be2c9d63	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_tetradius(RS_GCF_001546165.1)	104	423	26	0	4517	0	0	2514	0	141	11	255	505	10	2322	932	706	2	29	23	0	0	0
555	9337b7a1d3e41fb5495135dbad01e4d3	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	0	2	1	0	3	0	0	0	7	0	0	0	0	0	0	0	33	0	0	0	0	0	0
556	9345e625fe5a6979b0f304ebad4a8d30	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
557	934bb53d00f811770ea464398bf684ca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	(RS_GCF_002161485.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
558	937aa3d1b6bf848fed5bdb6fd3140c84	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella_hathewayi_A(RS_GCF_001405675.1)	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	93d3efc6ee045a270474384e34596cca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_buccalis_A(RS_GCF_000177075.1)	0	72	0	0	0	0	0	0	0	0	68	0	99	0	7	62	0	0	0	0	0	0	0
560	940c604e48418523af28db89ed3599a4	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
561	94aac566121f7a44ff51af4af6a67f63	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_F	Ruminococcus_F_champanellensis(RS_GCF_000210095.1)	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
562	950c8a3e09180de145cecfb72094542e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
563	95672a7398115ed131d415b0403103bb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_somerae(RS_GCF_001815465.1)	0	151	80	0	3	0	0	0	0	0	41	0	70	0	0	7	0	0	1	0	0	0	2
564	958435f83e9ac79c7f04c1d6946d9188	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Ezakiellaceae	Fenollaria	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Ezakiellaceae	Fenollaria	Fenollaria_massiliensis(RS_GCF_000312505.2)	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0
565	95852a307e559208ec742dbe9779b35e	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	NA	0	0	2	0	11	0	0	0	4156	0	0	0	275	18	0	0	4	0	0	4	0	0	0
566	95908ca24adb76d7b8c7949bc82db48e	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
567	96285f3b57d3911011cdda0d782b219d	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_E	Eubacterium_E_hallii(RS_GCF_000173975.1)	4	51	77	0	169	0	0	0	3032	0	20	0	64	54	3	0	884	0	10	0	9	0	0
568	9629e7ccae9d4114b1910eb6dc5dcb65	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
569	965460e3768061c94179d8d9abaa8939	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455.1)	0	0	1	0	4	0	0	1	21	0	0	0	0	0	0	0	1	0	0	0	8	0	0
570	965a9f1fba800a8be71b071d68ee665e	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
571	9670eb589b7ba2958d082563cff765f0	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	DTU089	DTU053	(GB_GCA_001512765.1)	0	0	0	0	0	0	0	0	205	0	0	0	0	7	0	0	0	0	0	0	0	0	0
572	96b04910b4edf04b45fa7fb47ea23ceb	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-65	CAG-65_sp3(GB_GCA_900066565.1)	0	0	4	0	0	0	0	0	3270	6	0	0	24	32	0	0	0	0	0	9	0	0	0
573	971f40d53ad2a4c8ca9e6e4f36d548cd	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	0	256	1051	0	0	2279	0	461	0	7	227	1	0	0	0	101	0	0	0	121	0	0	0
574	97595f71412b81c16083153a80048919	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	(GB_GCA_000437455.1)	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
575	98071c316b18a94e4f54b4b66ce02691	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_adolescentis_A(RS_GCF_000737885.1)	4	45	784	0	325	0	0	0	12178	0	584	0	0	232	184	0	798	0	17	20	17	0	0
576	9881b81cc560243dc94427ace260760c	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	(RS_GCF_900120295.1)	0	0	0	0	0	0	0	0	754	0	9	0	0	25	0	0	0	0	0	0	0	0	0
577	989636339bc6869424caa805ae26a4b0	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	151	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0
578	990113e215f3220ac9b1edb44e54dfe9	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	NA	0	0	0	0	3	0	0	0	7	8	13	0	3	0	11	0	0	0	0	0	6	12	1
579	99fbee3f7c3a41a8fb3b551097bbb587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio_dextrinosolvens_B(RS_GCF_900116345.1)	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	9a080a47e72db45db97504ead33000be	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	(RS_GCF_001767255.1)	173	128	15	0	319	0	2	0	0	5	0	0	53	0	0	1149	296	2	4	0	0	0	18
581	9ad9f852314e28ad44e9a2a5825d84ce	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Sutterella_sp3(RS_GCF_001578585.1)	0	0	0	0	26	0	2	0	573	0	0	0	0	0	0	0	35	0	49	3	0	0	0
